,id,name,producer,nation,local1,local2,local3,local4,varieties1,varieties2,varieties3,varieties4,varieties5,varieties6,varieties7,varieties8,varieties9,varieties10,varieties11,varieties12,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
21273,168365,"Alvisa, Vinoletto Garnacha Semi-sweet",Alvisa,Spain,La Mancha,,,,Garnacha,,,,,,,,,,,,Red,Table,12~13,16~18,SWEET3,ACIDITY2,BODY3,TANNIN3,0,2018,750
21274,168366,"Alvisa, Vinoletto Airen Semi-sweet",Alvisa,Spain,La Mancha,,,,Airen,,,,,,,,,,,,White,"Appetizer, Table",11~12,10~12,SWEET3,ACIDITY3,BODY2,TANNIN1,0,2016,750
21275,168367,"Alvisa, Gusto Tempranillo",Alvisa,Spain,La Mancha,,,,Tempranillo,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2016,750
21276,168368,"Alvisa, Gusto Syrah",Alvisa,Spain,La Mancha,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2016,750
21277,168369,"Alvisa, La Brisa Dry Espumoso",Alvisa,Spain,La Mancha,,,,Macabeo,Airen,,,,,,,,,,,Sparkling,"Appetizer, Table",10~11,6~8,SWEET1,ACIDITY4,BODY2,TANNIN1,0,0,750
21278,168370,"Alvisa, La Brisa Black Semi-dry Espumoso",Alvisa,Spain,La Mancha,,,,Macabeo,Airen,,,,,,,,,,,White,"Appetizer, Dessert",10~11,6~8,SWEET3,ACIDITY3,BODY2,TANNIN1,0,0,750
21279,168371,"Alvisa, La Brisa Rose Semi-dry Espumoso",Alvisa,Spain,La Mancha,,,,Macabeo,Airen,,,,,,,,,,,Sparkling,"Appetizer, Dessert",10~11,6~8,SWEET3,ACIDITY3,BODY2,TANNIN1,0,0,750
21280,168372,"Bindi Sergardi, I Presoni",Bindi Sergardi B2B,Italy,Toscana,Chianti,,,Sangiovese,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2018,750
21281,168373,"Marie Stuart, Cuvee de la Reine Brut",Marie Stuart,France,Champagne,,,,Pinot Meunier,Pinot Noir,Chardonnay,,,,,,,,,,Sparkling,"Appetizer, Table",12,6~8,SWEET1,ACIDITY4,BODY3,TANNIN1,145000,0,750
21282,168374,"Marie Stuart, Cuvee de la Reine Premier Cru Brut",Marie Stuart,France,Champagne,,,,Pinot Noir,Pinot Meunier,Chardonnay,,,,,,,,,,Sparkling,"Appetizer, Table",12,7~9,SWEET1,ACIDITY4,BODY4,TANNIN1,175000,0,750
21283,168375,"Marie Stuart, Passion d’une Reine Brut",Marie Stuart,France,Champagne,,,,Pinot Meunier,Chardonnay,Pinot Noir,,,,,,,,,,Sparkling,"Appetizer, Table",12,8~10,SWEET1,ACIDITY4,BODY4,TANNIN1,195000,0,750
21284,168376,"Aveleda, Loureiro & Albarinho",Aveleda,Portugal,Vinho Verde,,,,Loureiro,Albarino,,,,,,,,,,,White,Table,11,8~10,SWEET1,ACIDITY4,BODY3,TANNIN1,40000,2019,750
21285,168379,"Woodstock, Sauvignon Blanc",Woodstock,Australia,South Australia,Adelaide Hills,,,Sauvignon blanc,,,,,,,,,,,,White,"Appetizer, Table",12~13,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2019,750
21286,168380,"Woodstock, Shiraz",Woodstock,Australia,South Australia,McLaren Vale,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2016,750
21287,168381,"Woodstock, Cabernet Sauvignon",Woodstock,Australia,South Australia,McLaren Vale,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2016,750
21288,168382,"Woodstock, Naughty Monte Montepulciano",Woodstock,Australia,South Australia,Limestone Coast,,,Montepulciano,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN5,0,2015,750
21289,168383,"Woodstock, The OCTOgenarian",Woodstock,Australia,South Australia,McLaren Vale,,,Grenache,Tempranillo,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2015,750
21290,168384,"Woodstock, Pilot’s View Shiraz",Woodstock,Australia,South Australia,McLaren Vale,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2014,750
21291,168385,"Woodstock, Collett Lane",Woodstock,Australia,South Australia,McLaren Vale,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2015,750
21292,168386,"Woodstock, The Stocks Shiraz",Woodstock,Australia,South Australia,McLaren Vale,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,15~16,16~18,SWEET1,ACIDITY3,BODY5,TANNIN5,0,2016,750
21293,168387,"Abbazia, Moscato d’asti",Abbazia,Italy,Piemonte,Asti,,,Moscato,,,,,,,,,,,,White,"Appetizer, Dessert",5~6,8~10,SWEET3,ACIDITY3,BODY2,TANNIN1,0,2018,750
21294,168388,"Abbazia, Santini MoscatoSpumante Dolce",Abbazia,Italy,Piemonte,,,,Moscato,,,,,,,,,,,,Sparkling,"Appetizer, Dessert",6~7,6~8,SWEET3,ACIDITY3,BODY2,TANNIN1,0,0,750
21295,168389,"11th Hour Cellars, Chardonnay",11th   11th Hour Cellars,USA,California,San Joaquin County,Lodi,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",12~13,8~10,SWEET1,ACIDITY3,BODY2,TANNIN1,30000,0,750
21296,168390,"11th Hour Cellars, Cabernet Sauvignon",11th   11th Hour Cellars,USA,California,San Joaquin County,Lodi,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13~14,14~16,SWEET1,ACIDITY3,BODY4,TANNIN3,30000,0,750
21297,168391,"11th Hour Cellars, Pinot Noir",11th   11th Hour Cellars,USA,California,San Joaquin County,Lodi,,Pinot Noir,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,30000,0,750
21298,168392,"11th Hour Cellars, Zinfandel",11th   11th Hour Cellars,USA,California,San Joaquin County,Lodi,,Zinfandel,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,30000,0,750
21299,168393,Chateau Violet Lamothe,SAS Maison Bouey,France,Bordeaux,Sauternes,,,Semillon,Sauvignon blanc,Moscatel,,,,,,,,,,White,"Appetizer, Dessert",13~14,10~12,SWEET5,ACIDITY3,BODY4,TANNIN1,0,2016,750
21300,168394,"Vignerons Associes, Bourgogne Pinot Noir",Vignerons Associes,France,Bourgogne,,,,Pinot Noir,,,,,,,,,,,,Red,Table,13~14,14~16,SWEET1,ACIDITY3,BODY2,TANNIN3,0,2018,750
21301,168395,"Vignerons Associes, Bourgogne Chardonnay",Vignerons Associes,France,Bourgogne,,,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",12~13,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,0,2017,750
21302,168396,"Robert Hall, Cabernet Sauvignon",Robert Hall,USA,California,San Luis Obispo County,Paso Robles,,Cabernet Sauvignon,Cabernet Franc,Petite Sirah,Merlot,Syrah & Shiraz,,,,,,,,Red,Table,15,17~19,SWEET1,ACIDITY2,BODY3,TANNIN3,82000,2018,750
21303,168397,"Robert Hall, Chardonnay",Robert Hall,USA,California,San Luis Obispo County,Paso Robles,,Chardonnay,,,,,,,,,,,,White,Table,14.5,11~13,SWEET1,ACIDITY3,BODY3,TANNIN1,76000,2019,750
21304,168398,Born to be Wine,Chateau Ollieux Romanis,France,Southern France,Languedoc Roussillon,Corbieres,,Carignan,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,90000,2019,750
21305,168399,"Domaine Matrot, Meursault Blagny 1er Cru ",Domain Matrot,France,Bourgogne,Cote de Beaune,Meursault,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",,,SWEET1,ACIDITY4,BODY3,TANNIN1,378000,2018,750
21306,168400,"Domaine Ragot, Givry Vieilles Vignes ",Domaine Ragot,France,Bourgogne,Cote Chalonnaise,Givry,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,150000,2018,750
21307,168401,"Domaine Ragot, Givry Blanc Champ Pourot ",Domaine Ragot,France,Bourgogne,Cote Chalonnaise,Givry,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",,,SWEET1,ACIDITY4,BODY2,TANNIN1,132000,2018,750
21308,168402,"Domaine Ragot, Givry 1er Cru La Grande Berge  ",Domaine Ragot,France,Bourgogne,Cote Chalonnaise,Givry,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,174000,2017,750
21309,168403,"Chateau Beauchene, Cotes du Rhone Sans Sulfites ",Chateau Beauchene,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,86000,2019,750
21310,168404,"Domaine Patrick Maroiller, Marsannay",Domaine Patrick Maroiller,France,Bourgogne,Cote de Nuits,Marsannay,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,220000,2018,750
21311,168405,"Henri Rebourseau, Clos de Vougeot ",Domaine Henri Rebourseau,France,Bourgogne,Cote de Nuits,Vougeot,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,1661000,2018,750
21312,168406,"Henri Rebourseau, Chambertin  ",Domaine Henri Rebourseau,France,Bourgogne,Cote de Nuits,GevreyChambertin,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,1995000,2017,750
21313,168407,"Henri Rebourseau, Charmes Chambertin",Domaine Henri Rebourseau,France,Bourgogne,Cote de Nuits,GevreyChambertin,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,1434000,2017,750
21314,168408,"Henri Rebourseau, Gevrey Chambertin  ",Domaine Henri Rebourseau,France,Bourgogne,Cote de Nuits,GevreyChambertin,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,337000,2017,750
21315,168409,"Domaine lafage, La Triple",Domaine lafage,France,Southern France,Languedoc Roussillon,,,Chardonnay,Sauvignon blanc,Viognier,Grenache Blanc,,,,,,,,,Sparkling,"Appetizer, Table",,,SWEET1,ACIDITY5,BODY2,TANNIN1,0,0,750
21316,168411,"Fattoria di Magliano, Illario Rose",Fattoria di Magliano,Italy,Toscana,Maremma,,,Sangiovese,,,,,,,,,,,,Rose,"Appetizer, Table",,,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2019,750
21317,168412,"Wine Mechanics, Furmint Condition",Wine Mechanics,Sweden,,,,,Furmint,,,,,,,,,,,,White,"Appetizer, Table",,,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2019,750
21318,168413,"Wine Mechanics, Gimme Gimme Gimme Riesling",Wine Mechanics,Sweden,,,,,Riesling,,,,,,,,,,,,White,"Appetizer, Table",,,SWEET1,ACIDITY5,BODY2,TANNIN1,0,2018,750
21319,168414,"Wine Mechanics, Skinny love Riesling",Wine Mechanics,Sweden,,,,,Riesling,,,,,,,,,,,,White,"Appetizer, Table",,,SWEET1,ACIDITY5,BODY2,TANNIN1,0,2018,750
21320,168415,"Wine Mechanics, Fistful of Love Spatburgunder Rose",Wine Mechanics,Sweden,,,,,Spatburgunder,,,,,,,,,,,,Rose,"Appetizer, Table",,,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2019,750
21321,168416,"Las Jaras Wines, Rose Old Vine",Las Jaras Wines,USA,California,Mendocino County,,,Zinfandel,Carignan,Grenache,Rousaanne,Picpoul Blanc,mourvedre,Grenache Blanc,Trousseau,,,,,Rose,"Appetizer, Table",,,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2019,750
21322,168417,"Las Jaras Wines, Glou Glou",Las Jaras Wines,USA,California,Mendocino County,,,Zinfandel,Carignan,Petite Sirah,Pinot Noir,Cabernet Sauvignon,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2019,750
21323,168419,"Georges Noellat, Nuit-St-Georges",Georges Noellat,France,Bourgogne,Cote de Nuits,NuitsStGeorges,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,235000,2017,750
21324,168420,"Georges Noellat, Beaune 1er Les Tuvilains",Georges Noellat,France,Bourgogne,Cote de Beaune,Beaune,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,257000,2017,750
21325,168421,"Georges Noellat, Bourgogne Pinot Noir",Georges Noellat,France,Bourgogne,,,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,136000,2017,750
21326,168422,"Stonehedge, Meritage Reserve No.815",Stonehedge Winery,USA,California,Napa County,Napa Valley,,Merlot,Cabernet Sauvignon,Cabernet Franc,Malbec,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN5,200000,2018,750
21327,168423,"Havens Winery, H Luxury Collection Cabernet Sauvignon",Havens Winery,USA,California,,,,Cabernet Sauvignon,Petite Sirah,,,,,,,,,,,Red,,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,60000,2018,750
21328,168424,"Harmand Geoffroy, Gevrey-Chambertin 1er La Bossière",Harmand Geoffroy,France,Bourgogne,Cote de Nuits,GevreyChambertin,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,367000,2017,750
21329,168425,"Harmand Geoffroy, Gevrey-Chambertin ",Harmand Geoffroy,France,Bourgogne,Cote de Nuits,GevreyChambertin,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,202000,2017,750
21330,168426,A Vue de Nez,Jeff Carrel,France,Southern France,Languedoc Roussillon,,,Cabernet Franc,Syrah & Shiraz,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,32900,2018,750
21331,168427,Champagne Comte de Lamotte Brut,GH  GH Martel,France,Champagne,,,,Pinot Noir,Pinot Meunier,Chardonnay,,,,,,,,,,Sparkling,"Appetizer, Table",12~12.5,8~10,SWEET1,ACIDITY4,BODY3,TANNIN1,86000,0,750
21332,168428,"Warre’s, Heritage Ruby Port",Warres,Portugal,Douro,,,,Port Blend,,,,,,,,,,,,Fortified,Dessert,,,SWEET5,ACIDITY2,BODY5,TANNIN2,0,0,750
21333,168429,"Warre’s, Otima 10 Year old Port",Warres,Portugal,Douro,,,,Port Blend,,,,,,,,,,,,Fortified,Dessert,,,SWEET5,ACIDITY2,BODY5,TANNIN2,0,0,750
21334,168430,"Warre’s, Otima 20 Year old Port",Warres,Portugal,Douro,,,,Port Blend,,,,,,,,,,,,Fortified,Dessert,,,SWEET5,ACIDITY2,BODY5,TANNIN2,0,0,750
21335,168431,"Realm Cellars, Moon Racer",Realm Cellars,USA,California,Napa County,Stags Leap District,,Cabernet Sauvignon,Merlot,Petit Verdot,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2018,750
21336,168432,"Realm Cellars, The Bard",Realm Cellars,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Cabernet Franc,Merlot,Petit Verdot,Petite Sirah,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN5,0,2018,750
21337,168433,"Maggy Hawk, Jolie",Jackson Family Wines,USA,California,Mendocino County,Anderson Valley,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2018,750
21338,168434,"Maggy Hawk, Afleet",Jackson Family Wines,USA,California,Mendocino County,Anderson Valley,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2018,750
21339,168435,"Maggy Hawk, Stormin",Jackson Family Wines,USA,California,Mendocino County,Anderson Valley,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2018,750
21340,168436,"Maggy Hawk, Unforgettable",Jackson Family Wines,USA,California,Mendocino County,Anderson Valley,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2018,750
21341,168437,"Arrowood, Knight Valley Cabernet Sauvignon",Arrowood,USA,California,Sonoma County,Knights Valley,,Cabernet Sauvignon,Merlot,Malbec,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2016,750
21342,168438,Caladan,Jackson Family Wines,USA,California,Napa County,Napa Valley,,Cabernet Franc,Merlot,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2015,750
21343,168439,"Eschenhof Holzer, Raw White",Eschenhof Holzer,Austria,Gruner Veltliner,,,,,,,,,,,,,,,,White,"Appetizer, Table",,,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2019,750
21344,168440,"Eschenhof Holzer, Invader",Eschenhof Holzer,Austria,Muller Thurgau,,,,,,,,,,,,,,,,White,"Appetizer, Table",,,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2019,750
21345,168441,"Eschenhof Holzer, Das Geholz",Eschenhof Holzer,Austria,,,,,,,,,,,,,,,,,White,"Appetizer, Table",,,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2016,750
21346,168442,"Eschenhof Holzer, The Orange",Eschenhof Holzer,Austria,,,,,,,,,,,,,,,,,White,"Appetizer, Table",,,SWEET1,ACIDITY5,BODY2,TANNIN1,100000,2017,750
21347,168443,"L’Arca, Negroamaro Puglia",LArca,Italy,Puglia,,,,Negroamaro,,,,,,,,,,,,Red,Table,13~14,16~18,,ACIDITY3,BODY4,TANNIN3,35000,2020,750
21348,168444,"L’Arca, Primitivo Puglia",LArca,Italy,Puglia,,,,Primitivo,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,35000,2020,750
21349,168445,Caldora Colle dei Venti Montepulciano d’Abruzzo,Fantini Group,Italy,Abruzzo,,,,Montepulciano,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,79000,2016,750
21350,168446,"Drumheller, Cabernet Sauvignon",Drumheller,USA,Washington State,Columbia Valley,,,Cabernet Sauvignon,Etc,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,50000,2017,750
21351,168447,"Drumheller, Merlot",Drumheller,USA,Washington State,Columbia Valley,,,Merlot,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,50000,2017,750
21352,168448,"Drumheller, Chardonnay",Drumheller,USA,Washington State,Columbia Valley,,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",13~14,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,50000,2018,750
21353,168449,"Landmark, Overlook Chardonnay ",Landmark,USA,California,Sonoma County,,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",14~15,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,80000,2018,750
21354,168450,"Landmark, Overlook Pinot noir",Landmark,USA,California,Sonoma County,,,Pinot Noir,,,,,,,,,,,,Red,"Appetizer, Table",14~15,14~16,SWEET1,ACIDITY4,BODY3,TANNIN3,80000,2017,750
21355,168451,"Mount Peak, Gravity",Mount Peak,USA,California,Napa County,,,Petite Sirah,Sangiovese,Zinfandel,Cabernet Sauvignon,Grenache,,,,,,,,Red,Table,15~16,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,200000,2015,750
21356,168452,"Mount Peak, Rattlesnake",Mount Peak,USA,California,Sonoma County,,,Zinfandel,,,,,,,,,,,,Red,Table,15~16,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,200000,2015,750
21357,168453,"Mount Peak, Sentinel",Mount Peak,USA,California,Sonoma County,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,15~16,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,250000,2016,750
21358,168454,Borne of Fire Cabernet Sauvignon,Ste Michelle Wine Estates,USA,Washington State,Columbia Valley,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,70000,2018,750
21359,168455,Borne of Fire Chardonnay,Ste Michelle Wine Estates,USA,Washington State,Columbia Valley,,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",13~14,16~18,SWEET1,ACIDITY3,BODY2,TANNIN1,70000,2018,750
21360,168457,"Frei Brothers, Merlot",Frei Brothers,USA,California,Sonoma County,Dry Creek Valley,,Merlot,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,55000,2016,750
21361,168458,"Bridle Wood, Monterey County Chardonnay",Bridle Wood,USA,California,Monterey County,,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",14~15,8~10,SWEET1,ACIDITY4,BODY2,TANNIN1,24900,2018,750
21362,168459,"Bridle Wood, Monterey County Pinot Noir",Bridle Wood,USA,California,Monterey County,,,Pinot Noir,,,,,,,,,,,,Red,Table,14~15,14~16,SWEET1,ACIDITY4,BODY3,TANNIN3,24900,2018,750
21363,168460,"Bridle Wood, Paso Robles Cabernet Sauvignon",Bridle Wood,USA,California,San Luis Obispo County,Paso Robles,,Cabernet Sauvignon,Petite Sirah,Merlot,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,24900,2017,750
21364,168461,"William Hill, Central Coast Chardonnay",William Hill,USA,California,Central Coast,,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",13~14,8~10,SWEET1,ACIDITY4,BODY2,TANNIN1,34900,2018,750
21365,168462,"William Hill, Central Coast Pinot Noir",William Hill,USA,California,Central Coast,,,Pinot Noir,,,,,,,,,,,,Red,Table,14~15,14~16,SWEET1,ACIDITY4,BODY3,TANNIN3,34900,2017,750
21366,168463,"William Hill, Napa Valley Cabernet Sauvignon",William Hill,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Cabernet Franc,Petit Verdot,,,,,,,,,,Red,Table,15~16,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,109000,2014,750
21367,168464,"William Hill, Central Coast Cabernet Sauvignon",William Hill,USA,California,Central Coast,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,34900,2018,750
21368,168465,"Proverb, Cabernet Sauvignon",Proverb,USA,California,,,,Cabernet Sauvignon,Petite Sirah,Petit Verdot,Blend,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,19900,2018,750
21369,168466,"Proverb, Merlot",Proverb,USA,California,,,,Merlot,Petite Sirah,Blend,,,,,,,,,,Red,Table,12~13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,19900,2018,750
21370,168467,"Proverb, Sauvignon Blanc",Proverb,USA,California,,,,Sauvignon blanc,Albarino,Chenin Blanc,Blend,,,,,,,,,White,"Appetizer, Table",13~14,8~10,SWEET1,ACIDITY4,BODY2,TANNIN1,19900,2019,750
21371,168468,"Proverb, Rose",Proverb,USA,California,,,,Grenache,Barbera,Tempranillo,Zinfandel,Pinot Gris,,,,,,,,Rose,"Appetizer, Table",12~13,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,19900,2018,750
21372,168469,"Ara, Zero Sauvignon Blanc",Ara Wines,New Zealand,South Island,Marlborough,,,Sauvignon blanc,,,,,,,,,,,,White,"Appetizer, Table",0,8~10,SWEET1,ACIDITY4,BODY2,TANNIN1,70000,0,750
21373,168470,"Apothic, Cabernet Sauvignon",Gallo Family Vineyard  EJ Gallo Winery,USA,California,,,,Cabernet Sauvignon,Zinfandel,Pinot Noir,Etc,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,14990,2019,750
21374,168471,"Betz Family, The Untold Story",Betz Family Winery,USA,Washington State,Columbia Valley,,,Cabernet Sauvignon,Syrah & Shiraz,Merlot,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,90000,2017,750
21375,168472,"Westmount, Chardonnay",Westmount,USA,Oregon,Willamette Valley,,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",13~14,10~12,SWEET1,ACIDITY4,BODY3,TANNIN1,48000,2018,750
21376,168473,"Canned Oregon, Rose Bubble",Canned Oregon,USA,Oregon,Willamette Valley,Dundee Hills,,Pinot Noir,,,,,,,,,,,,Sparkling,"Appetizer, Table",12~13,10~12,SWEET1,ACIDITY4,BODY1,TANNIN1,24000,0,750
21377,168474,"Cristom Vineyard, Eola Amity Hills Chardonnay",Cristom Vineyards,USA,Oregon,Willamette Valley,,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",13~14,10~12,SWEET1,ACIDITY4,BODY3,TANNIN1,99000,2018,750
21378,168475,"Pike Road Vineyards, Pinot Noir",Pike Road Vineyards,USA,Oregon,Willamette Valley,,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,66000,2017,750
21379,168476,"Domaine Serene, Evenstad Reserve Chardonnay",Domaine Serene,USA,Oregon,Willamette Valley,Dundee Hills,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",13~14,10~12,SWEET1,ACIDITY4,BODY3,TANNIN1,198000,2017,750
21380,168477,"Ramon Bilbao, Verdejo",Ramon Bilbao,Spain,Rueda,,,,Verdejo,,,,,,,,,,,,White,"Appetizer, Table",13~14,8~10,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2018,750
21381,168478,"Ramon Bilbao, Lalomba Finca Lalinde",Ramon Bilbao,Spain,Rioja,,,,Tempranillo,Viura,,,,,,,,,,,Rose,"Appetizer, Table",13~14,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2019,750
21382,168479,"Mar de Frades, Finca Valinas",Mar de Frades,Spain,Rias Baixas,,,,Albarino,,,,,,,,,,,,White,"Appetizer, Table",,,SWEET1,ACIDITY5,BODY2,TANNIN1,0,2015,750
21383,168480,"Maldonado, Los Olivos VIneyard Chardonnay",Maldonado Vineyards,USA,California,Napa County,Napa Valley,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",14~15,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2018,750
21384,168481,"Ovid, Experiment N2.7 ",OVID,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,Petit Verdot,Cabernet Franc,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2017,750
21385,168482,"OVID, Experiment W5.8 ",OVID,USA,California,Napa County,Napa Valley,,Sauvignon blanc,Viognier,Albarino,Rousaanne,,,,,,,,,White,"Appetizer, Table",14~15,10~12,SWEET1,ACIDITY4,BODY3,TANNIN1,0,2018,750
21386,168483,"Chateau La Croix St.-Vincent, Pomerol ",Vignoble Leydet,France,Bordeaux,,,,Merlot,Cabernet Franc,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,187000,2016,750
