fixed acidity	volatile acidity	citric acid	residual sugar
7.2	0.19	0.27	11.2
7.6	0.18	0.28	7.1
6.9	0.3	0.25	3.3
6.2	0.28	0.27	10.3
6.9	0.31	0.32	1.2
6.7	0.23	0.25	1.6
6.2	0.28	0.27	10.3
5.7	0.23	0.28	9.65
6.5	0.22	0.5	16.4
7	0.18	0.37	1.5
6.9	0.31	0.32	1.2
6.9	0.3	0.25	3.3
6.5	0.46	0.31	5
6.5	0.23	0.36	16.3
6.5	0.23	0.36	16.3
6.5	0.23	0.36	16.3
6.6	0.26	0.38	6.5
6.7	0.26	0.39	6.4
7.5	0.28	0.39	10.2
6.5	0.23	0.36	16.3
6.8	0.23	0.42	7.4
7.8	0.25	0.34	13.7
7.8	0.25	0.34	13.7
5.6	0.2	0.22	1.3
6.4	0.21	0.44	7.4
6.8	0.23	0.42	7.4
6.8	0.24	0.37	7.45
7.8	0.25	0.28	7.2
7.8	0.25	0.34	13.7
6.8	0.16	0.29	10.4
5.2	0.28	0.29	1.1
7.5	0.18	0.31	6.5
7.5	0.26	0.3	4.6
8.2	0.37	0.64	13.9
7.6	0.4	0.27	5.2
7.5	0.26	0.25	1.7
7.5	0.18	0.31	6.5
6.9	0.23	0.32	16.4
5.3	0.2	0.31	3.6
6.5	0.17	0.31	1.5
6.5	0.35	0.28	12.4
6.5	0.29	0.31	1.7
6.8	0.3	0.22	6.2
7.9	0.51	0.36	6.2
7.9	0.51	0.34	2.6
6.5	0.29	0.31	1.7
7.1	0.29	0.28	9.3
6.5	0.35	0.28	12.4
6.5	0.17	0.31	1.5
7.4	0.2	0.28	9.1
6.9	0.615	0.42	12
6.8	0.32	0.28	4.8
6.3	0.2	0.19	12.3
6.9	0.615	0.42	12
8	0.23	0.28	2.7
6.7	0.27	0.33	3.6
6.7	0.27	0.33	3.6
6.7	0.44	0.22	4.3
7	0.34	0.3	1.8
7.3	0.26	0.33	11.8
5.8	0.17	0.34	1.8
7.3	0.26	0.33	11.8
5.8	0.17	0.34	1.8
6.8	0.17	0.36	1.4
7.1	0.43	0.3	6.6
5.8	0.315	0.27	1.55
5.9	0.17	0.28	0.7
6.6	0.34	0.18	6.4
8.6	0.33	0.34	11.8
5.6	0.12	0.26	4.3
5.8	0.13	0.26	5.1
7.7	0.18	0.35	5.8
7.7	0.16	0.36	5.9
6	0.26	0.15	1.3
7.3	0.32	0.35	1.4
7.7	0.3	0.34	1.2
7.9	0.16	0.3	7.4
6.4	0.27	0.29	10.8
6.9	0.16	0.37	1.8
7.9	0.16	0.3	7.4
7.7	0.3	0.34	1.2
7.3	0.32	0.35	1.4
6.4	0.44	0.44	14.4
6.3	0.2	0.24	1.7
6.2	0.29	0.32	3.6
7.6	0.39	0.32	3.6
7	0.36	0.32	10.05
7	0.36	0.32	10.05
7	0.36	0.32	10.5
7.6	0.2	0.36	1.9
7.6	0.39	0.32	3.6
6.7	0.2	0.37	1.65
6.2	0.235	0.34	1.9
7.8	0.965	0.6	65.8
7.1	0.2	0.31	6.85
7.1	0.2	0.31	7.4
7.1	0.2	0.31	7.4
6.4	0.24	0.25	20.2
8	0.3	0.36	11
6.4	0.24	0.25	20.2
6.9	0.4	0.42	6.2
6.9	0.4	0.43	6.2
7.1	0.2	0.31	6.85
6.6	0.25	0.51	8
6.8	0.26	0.44	8.2
6.5	0.37	0.3	2.2
6.8	0.35	0.53	10.1
6.4	0.22	0.32	7.2
6.5	0.37	0.3	2.2
6.8	0.35	0.53	10.1
6.9	0.31	0.32	1.6
6.7	0.16	0.37	1.3
6.6	0.25	0.51	8
6.8	0.26	0.44	8.2
5.6	0.15	0.31	5.3
5.5	0.15	0.32	14
6.4	0.22	0.32	7.2
7.3	0.2	0.26	1.6
7.5	0.17	0.71	11.8
7.5	0.18	0.72	9.6
7	0.27	0.48	6.1
5.8	0.32	0.31	2.7
7.8	0.26	0.31	3.6
7.4	0.3	0.32	1.7
6.7	0.16	0.34	1.6
5.8	0.32	0.31	2.7
6.7	0.19	0.39	1
6.6	0.36	0.24	0.9
7.2	0.17	0.41	1.6
6.7	0.19	0.39	1
6	0.11	0.47	10.6
6	0.21	0.34	2
6.7	0.325	0.82	1.2
6.6	0.4	0.46	6.2
6.5	0.2	0.24	9.2
7.6	0.27	0.34	5
7.2	0.26	0.4	6.3
6.3	0.25	0.22	3.3
6.5	0.22	0.45	8
6.4	0.14	0.31	1.2
6.4	0.14	0.31	1.2
7.1	0.26	0.32	16.2
6.6	0.22	0.34	11.6
6.6	0.45	0.43	7.2
6.6	0.17	0.3	1.1
7.2	0.44	0.28	3.4
6.2	0.15	0.27	1.4
6.3	0.25	0.22	3.3
6.5	0.22	0.45	8
7.3	0.26	0.3	9.3
6.9	0.15	0.29	2.3
5.8	0.22	0.29	0.9
6.5	0.37	0.33	3.5
5.5	0.375	0.38	1.7
5.9	0.2	0.4	1.3
5.9	0.22	0.38	1.3
8	0.22	0.31	5.6
6.5	0.22	0.29	7.4
6.9	0.15	0.29	2.3
5.8	0.2	0.34	1
6.6	0.31	0.07	1.5
7.7	0.43	0.37	10
6.7	0.24	0.29	14.9
7.3	0.23	0.34	9.3
7.9	0.2	0.39	1
5.3	0.16	0.39	1
6.4	0.21	0.28	5.9
6.9	0.33	0.26	5
5.6	0.18	0.58	1.25
6.6	0.29	0.31	3.9
6.9	0.33	0.26	5
6.6	0.21	0.36	0.8
7.3	0.21	0.33	1
6.4	0.21	0.28	5.9
5.1	0.11	0.32	1.6
6.5	0.15	0.32	1.3
5.3	0.16	0.39	1
5.6	0.19	0.46	1.1
5.6	0.18	0.58	1.25
6.7	0.48	0.32	1.4
6.2	0.23	0.23	1.2
6	0.17	0.29	5
6.7	0.48	0.32	1.4
6.7	0.15	0.38	1.7
4.2	0.17	0.36	1.8
5.8	0.21	0.32	1.6
5.4	0.23	0.36	1.5
6.7	0.15	0.38	1.7
6.4	0.22	0.31	13.9
6.5	0.15	0.55	5.9
5.9	0.32	0.33	2.1
5.7	0.37	0.3	1.1
7.9	0.25	0.35	6.7
7.2	0.21	0.28	2.7
7	0.24	0.3	6.7
6.8	0.475	0.33	3.95
7	0.28	0.32	7.75
6.9	0.4	0.3	10.6
6.6	0.41	0.31	1.6
6.4	0.2	0.28	2.5
8.5	0.22	0.34	0.7
8.4	0.36	0.36	11.1
5.2	0.285	0.29	5.15
6.9	0.2	0.3	4.7
6.7	0.42	0.46	9.7
6.2	0.16	0.34	1.7
6.4	0.125	0.36	1.4
6.4	0.44	0.26	2
7	0.31	0.39	7.5
6.7	0.42	0.46	9.7
8.6	0.18	0.28	0.8
6.2	0.21	0.26	13.1
6.1	0.16	0.37	1.1
6.5	0.22	0.32	2.2
6.2	0.36	0.14	8.9
5.7	0.21	0.25	1.1
6.4	0.25	0.32	0.9
7.6	0.31	0.26	1.7
6.6	0.26	0.46	6.9
5.7	0.21	0.25	1.1
6.2	0.2	0.31	1
6.2	0.18	0.3	1
6.1	0.37	0.2	7.6
6.2	0.36	0.14	8.9
6.5	0.22	0.32	2.2
7.7	0.18	0.3	1.2
6.9	0.14	0.38	1
6.9	0.14	0.38	1
6	0.44	0.26	3.1
7.1	0.36	0.4	1.95
5.7	0.28	0.28	2.2
6.4	0.16	0.32	8.75
7.4	0.28	0.4	11.9
6.7	0.39	0.31	2.7
6.5	0.44	0.47	5.45
6.9	0.22	0.31	6.3
6.6	0.22	0.29	14.4
7.7	0.25	0.3	7.8
5.2	0.155	0.33	1.6
7	0.31	0.31	9.1
7	0.31	0.31	9.1
6.6	0.22	0.29	14.4
5.6	0.21	0.4	1.3
5.2	0.155	0.33	1.6
6.4	0.25	0.32	11.3
6.9	0.22	0.31	6.3
5.3	0.21	0.29	0.7
7.1	0.27	0.28	1.25
5.2	0.17	0.27	0.7
7.7	0.25	0.3	7.8
7	0.12	0.29	10.3
7	0.12	0.29	10.3
7.1	0.29	0.34	7.8
7.2	0.3	0.3	8.7
6.8	0.26	0.46	8.3
7	0.12	0.29	10.3
7.1	0.29	0.34	7.8
4.9	0.33	0.31	1.2
5.1	0.29	0.28	8.3
5.1	0.29	0.28	8.3
6.8	0.26	0.48	6.2
6	0.28	0.52	5
6	0.28	0.25	1.8
7.2	0.2	0.22	1.6
6.1	0.27	0.25	1.8
6	0.28	0.25	1.8
6.4	0.29	0.3	2.9
7.4	0.35	0.24	6
8.1	0.12	0.38	0.9
6.4	0.12	0.3	1.1
7.2	0.2	0.22	1.6
7.3	0.4	0.26	5.45
7.7	0.11	0.34	14.05
6.9	0.23	0.41	8
6.9	0.38	0.38	13.1
7.5	0.38	0.29	4.9
5.8	0.19	0.24	1.3
5.5	0.34	0.26	2.2
6.6	0.23	0.3	14.9
6.6	0.23	0.3	14.9
8.4	0.31	0.31	0.95
6.7	0.2	0.3	1.4
8.4	0.31	0.31	0.95
7.3	0.26	0.24	1.7
6.3	0.22	0.22	5.6
6.6	0.23	0.3	14.9
7.5	0.19	0.4	7.1
8	0.14	0.33	1.2
6.8	0.32	0.39	9.6
6.6	0.23	0.2	11.4
6.6	0.23	0.2	11.4
6.7	0.36	0.26	7.9
6.1	0.38	0.42	5
8.5	0.23	0.28	11.1
7	0.2	0.31	8
6	0.26	0.32	3.8
6.9	0.3	0.3	10.55
6.7	0.18	0.28	10.2
6.7	0.18	0.28	10.2
6.8	0.18	0.28	9.8
7.2	0.19	0.31	6.3
6.2	0.16	0.32	1.1
5	0.27	0.32	4.5
6.3	0.37	0.28	6.3
6.6	0.2	0.27	10.9
6.8	0.18	0.28	9.8
6.8	0.18	0.28	9.8
6.6	0.28	0.34	0.8
6.5	0.35	0.36	0.8
6.9	0.25	0.33	1.2
6	0.32	0.3	1.3
6.8	0.18	0.28	9.8
6.7	0.18	0.28	10.2
6.6	0.2	0.27	10.9
6.3	0.37	0.28	6.3
7.2	0.19	0.31	6.3
6.3	0.18	0.36	1.2
6.9	0.3	0.36	0.9
6.2	0.16	0.32	1.1
5	0.27	0.32	4.5
5	0.3	0.33	3.7
6.5	0.2	0.5	18.1
6.7	0.25	0.31	1.35
6.6	0.22	0.36	5.5
6.8	0.25	0.37	3.1
7	0.13	0.37	12.85
7	0.45	0.34	19.8
7.2	0.32	0.3	8.25
7	0.13	0.37	12.85
5.9	0.34	0.3	3.8
6.8	0.22	0.31	6.9
7.2	0.32	0.3	8.25
8.4	0.32	0.35	11.7
6.8	0.27	0.29	4.6
8	0.74	0.21	4
7	0.45	0.34	19.8
7	0.13	0.37	12.85
5.4	0.22	0.29	1.2
8.4	0.22	0.3	8.9
7.4	0.32	0.22	11.7
7.5	0.18	0.37	6.2
7.1	0.47	0.29	14.8
7.1	0.47	0.29	14.8
5.8	0.19	0.25	10.8
6.7	0.14	0.46	1.6
6.8	0.24	0.38	8.3
6.9	0.25	0.47	8.4
6	0.24	0.33	2.5
6.8	0.29	0.34	3.5
6.3	0.33	0.42	17.2
6.5	0.23	0.45	2.1
6.3	0.27	0.29	12.2
6.3	0.2	0.37	11.8
6.2	0.33	0.41	16.8
6.3	0.33	0.42	17.2
7.2	0.21	1	1.1
6	0.27	0.3	14.7
5.7	0.12	0.26	5.5
6.9	0.24	0.37	6.1
7.7	0.18	0.53	1.2
7.1	0.17	0.43	1.3
7.5	0.33	0.38	8.7
6.2	0.255	0.24	1.7
7.5	0.33	0.38	8.7
5.6	0.2	0.66	10.2
7.6	0.17	0.36	4.5
5.8	0.15	0.31	5.9
6.3	0.25	0.44	1.7
6.9	0.28	0.41	1.4
7.2	0.27	0.37	5.4
6.2	0.25	0.38	7.9
8.5	0.19	0.48	1.1
6.2	0.25	0.54	7
6.2	0.25	0.54	7
6.8	0.28	0.43	7.6
6.2	0.25	0.54	7
7.4	0.21	0.8	12.3
7	0.15	0.38	15.3
7.4	0.21	0.8	12.3
7.3	0.28	0.42	1.2
6.1	0.18	0.38	2.3
7	0.53	0.43	6.1
6.8	0.28	0.43	7.6
6.5	0.36	0.38	10.2
7.5	0.25	0.47	4.1
6.7	0.24	0.41	2.9
6.6	0.25	0.33	8.5
6.4	0.15	0.4	1.5
6.3	0.28	0.3	3.1
6.2	0.25	0.38	7.9
7.1	0.28	0.35	3.5
6.6	0.35	0.34	4.9
8.5	0.19	0.48	1.1
6.2	0.25	0.54	7
6	0.35	0.51	1.2
5.8	0.31	0.32	4.5
6.6	0.17	0.35	2.6
8.5	0.23	0.4	9.9
5.8	0.31	0.32	4.5
6.1	0.2	0.34	9.5
6.3	0.37	0.37	1.5
6.2	0.36	0.38	3.2
6.6	0.17	0.35	2.6
6.3	0.28	0.47	11.2
7.6	0.27	0.52	3.2
7	0.25	0.45	2.3
9.7	0.24	0.49	4.9
9.7	0.24	0.49	4.9
6.8	0.13	0.39	1.4
6.6	0.78	0.5	1.5
5.1	0.33	0.27	6.7
6.7	0.34	0.4	2.1
6.7	0.14	0.51	4.3
7	0.26	0.34	10.9
6.5	0.29	0.26	7
7	0.25	0.45	2.3
7.6	0.21	0.49	2.5
7.7	0.26	0.51	2.6
7.6	0.27	0.52	3.2
7.7	0.25	0.49	2.5
7.6	0.35	0.46	14.7
6.9	0.3	0.36	4.5
6.7	0.24	0.46	2.2
6.5	0.23	0.39	1.9
7.6	0.23	0.34	1.6
6.5	0.24	0.39	17.3
6.3	0.17	0.32	4.2
6.3	0.17	0.32	4.2
6.7	0.21	0.37	2.5
6.5	0.23	0.39	1.9
5.9	0.28	0.39	1.4
5.9	0.19	0.37	0.8
6.2	0.25	0.42	8
7.6	0.23	0.34	1.6
5.6	0.18	0.27	1.7
5.5	0.18	0.22	5.5
6.5	0.24	0.39	17.3
7.4	0.23	0.38	8.6
7.2	0.17	0.37	6.9
7.6	0.3	0.38	2.1
5	0.24	0.21	2.2
6.1	0.21	0.38	1.5
6.5	0.33	0.38	2.5
6.3	0.35	0.26	17.6
6.3	0.17	0.32	4.2
6.6	0.25	0.35	2.9
6.5	0.16	0.33	4.8
6.6	0.39	0.39	11.9
5.6	0.19	0.27	0.9
6.2	0.25	0.39	1.3
6.9	0.22	0.43	6.4
6.2	0.19	0.29	4.3
6.6	0.39	0.39	11.9
5.9	0.33	0.32	8.1
7.8	0.17	0.5	1.3
5.5	0.19	0.27	0.9
6.2	0.23	0.36	17.2
6.2	0.23	0.36	17.2
6.2	0.23	0.36	17.2
7.2	0.32	0.4	8.7
6.2	0.23	0.36	17.2
7.2	0.32	0.4	8.7
5.8	0.39	0.47	7.5
6.2	0.23	0.36	17.2
7.6	0.25	1.23	4.6
5.8	0.29	0.33	3.7
7.2	0.4	0.38	2.2
6.8	0.39	0.34	7.4
6.1	0.17	0.42	15.1
6.8	0.39	0.34	7.4
7.1	0.36	0.37	4.8
6.9	0.19	0.32	7.9
6.5	0.34	0.46	1
6.1	0.17	0.42	15.1
6.8	0.39	0.34	7.4
7.1	0.36	0.37	4.8
7.8	0.3	0.36	4.6
6.1	0.68	0.52	1.4
5.2	0.34	0.37	6.2
5.6	0.28	0.4	6.1
6.2	0.19	0.38	5.1
5.7	0.16	0.26	6.3
7.6	0.17	0.46	0.9
7.3	0.2	0.39	2.3
6.7	0.33	0.36	6.6
6.7	0.33	0.34	7.5
6.9	0.36	0.35	8.6
7.8	0.21	0.34	11.9
7.3	0.2	0.39	2.3
5.6	0.41	0.22	7.1
7.6	0.15	0.35	4.3
8.5	0.2	0.4	1.1
6.5	0.24	0.38	1
8.3	0.16	0.37	7.9
5.5	0.12	0.33	1
6.5	0.24	0.38	1
6.2	0.1	0.41	1
6.5	0.21	0.4	7.3
8.7	0.3	0.59	1.7
6.7	0.18	0.37	1.3
7	0.17	0.36	6.4
6.6	0.19	0.33	1.8
5.8	0.28	0.3	1.5
7.6	0.24	0.44	3.8
8.3	0.16	0.37	7.9
5.5	0.12	0.33	1
5.7	0.16	0.32	1.2
7	0.21	0.42	5.3
6.4	0.22	0.38	9.1
7.9	0.34	0.44	6.5
6.4	0.22	0.38	9.1
6.8	0.21	0.4	6.3
5.2	0.31	0.36	5.1
7.9	0.34	0.44	6.5
5.6	0.42	0.34	2.4
6.4	0.22	0.38	9.1
6.8	0.28	0.34	7.5
6.8	0.45	0.36	5
6.6	0.29	0.39	6.75
6.8	0.21	0.42	1.2
6.8	0.25	0.24	1.6
6.4	0.21	0.34	16.05
5.8	0.33	0.23	5
8.2	0.3	0.44	12.4
6.4	0.24	0.32	0.95
7.5	0.18	0.45	4.6
5.2	0.335	0.2	1.7
7.1	0.14	0.33	1
7.2	0.13	0.46	1.3
5.8	0.33	0.23	5
6.5	0.29	0.25	2.5
6.2	0.35	0.31	2.6
9	0.38	0.53	2.1
6.6	0.24	0.38	12.75
6.6	0.16	0.34	1.1
8.2	0.3	0.44	12.4
5.7	0.15	0.28	3.7
6.6	0.33	0.4	2.65
5.7	0.2	0.3	2.5
6.8	0.27	0.37	8.2
6.8	0.27	0.42	7.3
6.2	0.2	0.26	1.1
6.7	0.13	0.57	6.6
6.8	0.21	0.37	7
6.7	0.31	0.32	14.5
6.2	0.2	0.29	11.8
6.6	0.25	0.34	3
5.7	0.15	0.28	3.7
6.9	0.22	0.39	6
6.4	0.23	0.35	4.6
7.6	0.27	0.29	2.5
6.6	0.34	0.24	3.3
6.4	0.16	0.42	1
5.8	0.3	0.42	1.1
7	0.29	0.35	1.4
6.6	0.34	0.24	3.3
6.7	0.21	0.36	8.55
7.6	0.27	0.29	2.5
6.8	0.22	0.41	6.7
7.7	0.27	0.49	3.8
6.4	0.25	0.37	4.5
6.4	0.23	0.35	4.6
6.7	0.13	0.45	4.2
6.7	0.24	0.37	11.3
7.1	0.26	0.37	5.5
5.3	0.3	0.16	4.2
7.1	0.38	0.4	2.2
7.4	0.19	0.31	14.5
7.4	0.19	0.31	14.5
7.4	0.19	0.31	14.5
7.4	0.19	0.31	14.5
7.4	0.19	0.31	14.5
7.4	0.19	0.31	14.5
6.3	0.32	0.32	1.5
7.6	0.19	0.32	18.75
6.5	0.26	0.31	3.6
5.9	0.24	0.12	1.4
4.2	0.215	0.23	5.1
8.1	0.24	0.32	10.5
5.8	0.23	0.2	2
7.5	0.33	0.36	2.6
6.6	0.38	0.36	9.2
6.4	0.15	0.29	1.8
6.5	0.32	0.34	5.7
7.5	0.22	0.32	2.4
6.4	0.23	0.32	1.9
6.1	0.22	0.31	1.4
6.5	0.48	0.02	0.9
6.6	0.23	0.3	4.6
6.4	0.16	0.25	1.4
6.6	0.38	0.36	9.2
7.4	0.16	0.32	1.4
6.4	0.15	0.29	1.8
6.5	0.32	0.3	2.3
6.7	0.12	0.36	2.3
6.6	0.2	0.14	4.4
8	0.34	0.25	6.4
6.8	0.21	0.31	2.9
6.8	0.23	0.31	2.8
6.8	0.21	0.31	2.9
6.6	0.2	0.14	4.4
6.6	0.28	0.42	8.2
7.8	0.25	0.37	1
5.6	0.12	0.33	2.9
6.6	0.28	0.41	7
6.8	0.17	0.35	1.8
7.3	0.25	0.28	1.5
6.6	0.28	0.41	7
6.6	0.28	0.42	8.2
6.5	0.25	0.5	7.6
6.3	0.24	0.35	2.3
6.8	0.32	0.32	8.7
7.8	0.25	0.37	1
5.6	0.12	0.33	2.9
6.6	0.24	0.28	6.7
6.3	0.22	0.34	5
6	0.32	0.3	1.9
6.3	0.19	0.29	2
6	0.32	0.3	1.9
9.4	0.24	0.29	8.5
6.4	0.35	0.28	12.6
6.7	0.46	0.27	5.2
6.3	0.3	0.29	2.1
6	0.19	0.29	1.1
5.9	0.24	0.28	1.3
7.3	0.145	0.33	1.1
6.6	0.435	0.38	9.2
5.8	0.18	0.37	1.2
5.8	0.18	0.37	1.1
5.6	0.32	0.32	8.3
6.6	0.16	0.35	1.8
5.1	0.21	0.28	1.4
7.5	0.29	0.36	15.7
6	0.26	0.33	4.35
5.7	0.26	0.3	1.8
7.1	0.17	0.31	1.6
6.9	0.17	0.3	2
6.8	0.25	0.28	5
6.6	0.17	0.28	1.8
5.8	0.17	0.36	1.3
6.4	0.24	0.29	1
6.7	0.21	0.34	1.4
6.7	0.23	0.33	8.1
6.8	0.23	0.32	8.6
6.5	0.22	0.28	3.7
5.1	0.165	0.22	5.7
6.6	0.425	0.25	2.35
6.9	0.38	0.29	13.65
6.9	0.38	0.29	13.65
6.9	0.38	0.29	13.65
7.2	0.27	0.28	15.2
7.6	0.17	0.27	4.6
6.2	0.3	0.31	1.2
7.6	0.17	0.27	4.6
6.5	0.26	0.32	6.65
6.9	0.36	0.28	13.55
6.9	0.38	0.29	13.65
6.8	0.18	0.24	9.8
6.7	0.18	0.24	10.3
6.6	0.16	0.21	6.7
7.2	0.27	0.28	15.2
6.4	0.17	0.27	9.9
7.2	0.22	0.28	7.2
6	0.22	0.28	1.1
6.7	0.36	0.28	8.3
6.5	0.43	0.28	11.25
5.9	0.2	0.28	12.8
5.3	0.32	0.23	9.65
6.8	0.2	0.28	12.6
6	0.22	0.33	12.2
6.7	0.36	0.28	8.3
6.5	0.43	0.28	11.25
7.1	0.18	0.49	1.3
6.4	0.17	0.27	9.9
7.2	0.22	0.28	7.2
6	0.22	0.28	1.1
6	0.2	0.26	1.1
7.6	0.2	0.26	4.8
6.2	0.3	0.21	1.1
6	0.29	0.25	1.4
6.6	0.18	0.28	1.7
7	0.22	0.28	10.6
6	0.29	0.25	1.4
6.2	0.3	0.21	1.1
5.6	0.15	0.26	5.55
6.9	0.28	0.24	2.1
5.9	0.19	0.21	1.7
7.8	0.22	0.26	9
6.6	0.18	0.28	1.7
7	0.4	0.25	1.8
6.1	0.28	0.27	4.7
7.6	0.36	0.49	11.3
6.5	0.28	0.34	3.6
6.9	0.19	0.35	6.9
6.5	0.28	0.34	3.6
6.4	0.22	0.32	4.9
6.8	0.23	0.3	6.95
6.4	0.32	0.31	1.9
6.1	0.28	0.27	4.7
7.6	0.36	0.49	11.3
8.8	0.39	0.35	1.8
6.6	0.24	0.3	11.3
6.9	0.29	0.3	8.2
6.9	0.28	0.3	8.3
6.7	0.38	0.26	9.55
8	0.28	0.3	8.4
6.5	0.25	0.45	7.8
6.6	0.26	0.46	7.8
7.4	0.29	0.28	10.2
6.3	0.19	0.29	5.5
6.1	0.33	0.32	7.8
5.6	0.32	0.33	7.4
7.7	0.46	0.18	3.3
8.8	0.19	0.3	5
7.7	0.46	0.18	3.3
8.8	0.27	0.25	5
5.8	0.18	0.28	1.3
5.8	0.15	0.32	1.2
5.6	0.32	0.33	7.4
6.1	0.33	0.32	7.8
7.1	0.32	0.3	9.9
6.2	0.23	0.35	0.7
8.9	0.3	0.35	4.6
6	0.14	0.17	5.6
6.8	0.24	0.29	9.5
6.7	0.21	0.48	14.8
8.9	0.3	0.35	4.6
6.1	0.3	0.3	2.1
7.2	0.37	0.4	11.6
6.7	0.64	0.3	1.2
7.2	0.37	0.4	11.6
6.1	0.3	0.3	2.1
7.6	0.28	0.49	20.15
6.3	0.29	0.28	4.7
6.2	0.28	0.28	4.3
7.1	0.18	0.39	14.5
6.4	0.32	0.27	4.9
7.1	0.17	0.4	14.55
7.1	0.17	0.4	14.55
5.8	0.24	0.26	10.05
6.4	0.32	0.27	4.9
7.1	0.18	0.39	14.5
7.1	0.17	0.4	14.55
7.1	0.18	0.39	15.25
7.8	0.29	0.29	3.15
6.2	0.255	0.27	1.3
8.2	0.34	0.29	5.2
6.5	0.24	0.28	1.1
6.9	0.24	0.23	7.1
6.7	0.4	0.22	8.8
6.7	0.3	0.44	18.5
6.7	0.4	0.22	8.8
6.8	0.17	0.32	1.4
7.1	0.25	0.28	1.2
5.9	0.27	0.27	5
6	0.16	0.22	1.6
6.7	0.3	0.44	18.75
6.6	0.15	0.32	6
7.3	0.34	0.3	9.4
6	0.17	0.29	9.7
6.7	0.47	0.29	4.75
6.6	0.15	0.32	6
6.6	0.21	0.29	5.35
6.6	0.21	0.29	5.35
8	0.24	0.48	6.8
5.6	0.34	0.3	6.9
5.8	0.54	0	1.4
7.3	0.23	0.24	0.9
6	0.39	0.13	1.2
6.1	0.105	0.31	1.3
5.8	0.32	0.2	2.6
7.6	0.22	0.28	12
6.8	0.19	0.4	9.85
6.7	0.24	0.3	3.85
6.8	0.17	0.34	2
6.2	0.3	0.31	1.6
6.9	0.29	0.41	7.8
6.8	0.19	0.34	1.9
6.8	0.17	0.34	2
6.6	0.24	0.27	10.3
6.6	0.16	0.36	1.1
7.6	0.22	0.28	12
6.7	0.24	0.3	3.85
6.8	0.19	0.4	9.85
6.7	0.16	0.36	2
6.5	0.3	0.27	4
6.5	0.22	0.19	1.1
6.2	0.36	0.45	10.4
6.2	0.37	0.24	6.1
7.6	0.31	0.24	1.8
6.2	0.36	0.45	10.4
5.9	0.32	0.28	4.7
6.5	0.3	0.27	4
5.8	0.22	0.3	1.1
5.4	0.45	0.27	6.4
6.1	0.36	0.26	8.15
6.2	0.37	0.24	6.1
7.5	0.21	0.32	4.8
6.9	0.28	0.33	1.2
6.5	0.22	0.19	1.1
7.8	0.2	0.2	1.4
6.7	0.28	0.31	7.4
7.6	0.31	0.24	1.8
8	0.2	0.44	1
6	0.28	0.27	15.5
6	0.28	0.27	15.5
6.7	0.24	0.36	8.4
6.3	0.22	0.28	2.4
6	0.24	0.28	3.95
7.7	0.43	1	19.95
6.4	0.3	0.36	2
6.1	0.33	0.3	3
6	0.28	0.27	15.5
6.7	0.24	0.36	8.4
6.7	0.29	0.45	14.3
6.9	0.33	0.31	4.2
6.5	0.16	0.34	1.4
6	0.2	0.32	3
7.5	0.33	0.28	4.9
7.1	0.36	0.28	2.4
6.7	0.29	0.45	14.3
6.4	0.26	0.25	10.7
7	0.22	0.24	11
6.5	0.19	0.28	1.4
6.3	0.21	0.31	1.2
7.9	0.35	0.28	12.9
7.7	0.38	0.23	10.8
6.8	0.19	0.33	1.3
7.2	0.33	0.34	2
6.6	0.29	0.29	1.8
7.5	0.2	0.41	1.2
6.9	0.33	0.62	7.5
6	0.23	0.15	9.7
5.9	0.23	0.24	3.8
6.6	0.32	0.41	7.2
6	0.23	0.15	9.7
5.3	0.36	0.27	6.3
5.3	0.36	0.27	6.3
8.9	0.27	0.28	0.8
7.6	0.23	0.29	8.6
6.9	0.75	0.13	6.3
7.1	0.35	0.27	3.1
7.2	0.31	0.35	7.2
6.4	0.28	0.44	7.1
7.2	0.23	0.46	6.4
6.6	0.22	0.3	14.7
7.2	0.31	0.35	7.2
6.4	0.28	0.44	7.1
7.2	0.24	0.28	1.9
6.2	0.27	0.47	1.2
6.5	0.28	0.25	4.8
7.2	0.27	0.31	1.2
7.8	0.28	0.25	3.4
8.1	0.26	0.27	4.3
6.6	0.23	0.37	8.5
6	0.33	0.2	1.8
6	0.33	0.2	1.8
7.3	0.2	0.29	19.5
6.6	0.23	0.37	8.5
7.3	0.2	0.29	19.9
6.2	0.47	0.19	8.3
6	0.33	0.2	1.8
7.2	0.14	0.32	1.1
5.7	0.22	0.22	16.65
5.7	0.22	0.22	16.65
5.7	0.22	0.22	16.65
8.1	0.2	0.28	0.9
5.8	0.14	0.15	6.1
4.8	0.21	0.21	10.2
8.1	0.2	0.28	0.9
5.7	0.22	0.22	16.65
7.5	0.34	0.24	3.85
6.6	0.64	0.28	4.4
7	0.48	0.12	4.5
7.6	0.37	0.34	3.2
7	0.48	0.12	4.5
6.6	0.64	0.28	4.4
8	0.25	0.27	9.7
7.6	0.38	0.28	4.2
6.9	0.26	0.27	4.2
7.8	0.15	0.34	1.1
8	0.25	0.27	9.7
6.9	0.26	0.27	4.2
5.9	0.655	0	5.6
7.6	0.38	0.28	4.2
7.8	0.31	0.4	1.6
8.1	0.17	0.21	1.6
6.8	0.18	0.28	1.1
7.4	0.28	0.36	14.6
7.3	0.23	0.27	2.6
6.7	0.22	0.22	1.2
7.4	0.25	0.28	7.25
7.5	0.3	0.21	6.55
7.2	0.26	0.24	7
6.3	0.32	0.32	1.5
